"Name","Url","Path","VisitCount"
"易出图-CAD批量打印插件","http://www.cadprint.cn/","bookmark_bar > 收藏夹栏 > 公司处理 > cad装机套装","0"
"Lite Studio","https://www.litestudio.cn/","bookmark_bar > 收藏夹栏 > 公司处理 > cad装机套装","11"
"浙江省专业技术人才管理服务平台","https://zcps.rlsbt.zj.gov.cn/028/client/index.jsp","bookmark_bar > 收藏夹栏 > 公司处理 > 职称评定","0"
"我的发票","https://www.5dfp.com//index.html?#invoiceList","bookmark_bar > 收藏夹栏 > 公司处理 > 职称评定","0"
"土木工程网- 土木工程师的家园","http://www.civilcn.com/","bookmark_bar > 收藏夹栏 > 公司处理 > 职称评定","0"
"注册土木工程师（道路工程）资格考试","http://www.cpta.com.cn/testCondition/494.html","bookmark_bar > 收藏夹栏 > 公司处理 > 职称评定","0"
"【建工社微课程】一二级建造师在线知识服务平台报名报考_注册_中国建筑工业出版社","https://wkc.cabplink.com/mall","bookmark_bar > 收藏夹栏 > 公司处理 > 职称评定","0"
"中国建造师网","https://www.coc.gov.cn/coc/","bookmark_bar > 收藏夹栏 > 公司处理 > 职称评定","0"
"中国人事考试网","http://cpta.mohrss.gov.cn/index.html","bookmark_bar > 收藏夹栏 > 公司处理 > 职称评定","0"
"浙江人事考试网 网上报名","http://www.zjks.com/col/col1229635562/index.html","bookmark_bar > 收藏夹栏 > 公司处理 > 职称评定","0"
"嘉兴市专业技术人员继续教育平台","http://zy.jxkp.net/?ReturnUrl=%2FPerson%2FPlay%2F55","bookmark_bar > 收藏夹栏 > 公司处理 > 职称评定","12"
"JXCORS用户管理系统","http://123.157.244.10:5000/JXCORS/login_loginCheck.action","bookmark_bar > 收藏夹栏 > 公司处理 > 处理工具","0"
"登录 - 云设计","https://yun.kexinsj.com/kexin_admin/#/tenant_login","bookmark_bar > 收藏夹栏 > 公司处理 > 处理工具","40"
"浙江省工程建设全过程图纸数字化管理系统(温州)","http://117.149.229.33:28800/authserver/auth/SignIn?appKey=c9406731-50bc-4e23-b3f5-b7e7d3093875&redirecturl=http%3A%2F%2F117.149.229.33%3A28800%2Fwebserver%2Fapp%2Findex.html%23%2Flogin&viewName=SignIn","bookmark_bar > 收藏夹栏 > 公司处理 > 处理工具","0"
"浙江省卫星导航定位基准服务中心","https://gnss.zrzyt.zj.gov.cn/coord_trans.html","bookmark_bar > 收藏夹栏 > 公司处理 > 处理工具","25"
"轻松传 - 传文件，传文本，传屏幕，传实时视频","https://easychuan.cn/","bookmark_bar > 收藏夹栏 > 公司处理 > 处理工具","1"
"杭州城建设计院综合信息管理系统","http://www.hcj1952.com:8899/hz/sys/login/logined.jsp","bookmark_bar > 收藏夹栏 > 公司处理 > 处理工具","4"
"工标库","https://www.gongbiaoku.com/","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 规范网","6"
"建标库 - 专注于建筑工程资源，超全规范标准、海量图纸模型等","http://www.jianbiaoku.com/","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 规范网","5"
"90图书馆","http://www.90tsg.com/","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 规范网","0"
"图集之家 - 免费标准图集下载、建筑规范图集下载网、国家标准图集分享网站","https://www.softhome.cc/","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 规范网","0"
"首页 - 全国标准信息公共服务平台","https://std.samr.gov.cn/","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 规范网","5"
"国家标准全文公开","https://openstd.samr.gov.cn/bzgk/gb/index","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 规范网","3"
"Gartner中文官方首页｜Gartner中国","https://www.gartner.com/cn","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 数据网","0"
"中国空气污染：实时空气质量指数地图","https://aqicn.org/map/china/cn/","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 数据网","0"
"实时数据-中国环境监测总站","http://www.cnemc.cn/sssj/","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 数据网","0"
"艾瑞指数 - 互联网用户行为洞察","https://index.iresearch.com.cn/new/#/","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 数据网","0"
"百度指数","https://index.baidu.com/v2/index.html#/","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 数据网","1"
"艺恩娱数","https://ys.endata.cn/DataMarket/Index","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 数据网","0"
"360趋势-大数据分享平台","https://trends.so.com/?src=index.so.com","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 数据网","0"
"北京 城市实时交通详情","https://report.amap.com/detail.do?city=110000","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 数据网","0"
"产业网-房天下产业网","https://fdc.fang.com/index/","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 数据网","0"
"国家数据","https://data.stats.gov.cn/","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 数据网","1"
"国家统计局>>地方统计网站","http://www.stats.gov.cn/tjgz/wzlj/dftjwz/","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 数据网","0"
"国家水质自动综合监管平台","https://szzdjc.cnemc.cn:8070/GJZ/Business/Publish/Main.html","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 数据网","0"
"桐乡市人民政府","http://www.tx.gov.cn/","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 政府网","18"
"中共嘉兴市委嘉兴市人民政府门户网站","https://www.jiaxing.gov.cn/","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 政府网","1"
"嘉兴市建设工程造价管理协会","http://zjjxzjxh.cn/Buildinglist.asp","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 政府网","6"
"桐乡市人民政府 开发区（高桥街道）","http://www.tx.gov.cn/col/col1229398217/index.html","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 政府网","0"
"桐乡市公共资源交易中心","http://jxszwsjb.jiaxing.gov.cn/txmain/","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 政府网","5"
"嘉兴市住房和城乡建设局 造价信息","https://jsj.jiaxing.gov.cn/col/col1229623993/index.html","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 政府网","0"
"嘉兴市交通运输局","https://jtysj.jiaxing.gov.cn/","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 政府网","0"
"嘉兴市公共资源交易中心","http://jxszwsjb.jiaxing.gov.cn/","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 政府网","1"
"民用无人驾驶航空器综合管理平台（UOM）","https://uom.caac.gov.cn/#/login","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 政府网","0"
"国家企业信用信息公示","https://www.gsxt.gov.cn/index","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 政府网","0"
"嘉兴市公共资源交易网 桐乡市","https://jxszwsjb.jiaxing.gov.cn/col/col1229744142/index.html","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 政府网","1"
"永久基本农田查询平台","https://yncx.mnr.gov.cn/yn/#/home","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 政府网","1"
"国家医保药品目录查询","http://xn--jvv317b7hl/","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 政府网","1"
"财政部","http://www.mof.gov.cn/zhengwuxinxi/","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 国家网","1"
"外汇管理局","http://www.safe.gov.cn/","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 国家网","0"
"人力资源和社会保障部","http://www.mohrss.gov.cn/","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 国家网","0"
"浙江政务服务网","https://www.zjzwfw.gov.cn/zjservice/front/index/page.do?webId=1","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 国家网","0"
"中国政府网","https://www.gov.cn/","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 国家网","0"
"中华人民共和国科学技术部","http://www.most.gov.cn/index.html","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 国家网","0"
"国家统计局","http://www.stats.gov.cn/","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 国家网","0"
"中华人民共和国交通运输部","https://www.mot.gov.cn/","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 国家网","0"
"中华人民共和国财政部","http://www.mof.gov.cn/index.htm","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 国家网","0"
"中国人大网","http://www.npc.gov.cn/","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 国家网","0"
"中共嘉兴市委嘉兴市人民政府门户网站","http://www.jiaxing.gov.cn/","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 国家网","0"
"国家标准 - 全国标准信息公共服务平台","http://std.samr.gov.cn/gb","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 国家网","0"
"中国气象网-中国气象局政府门户网站","http://www.cma.gov.cn/","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 国家网","0"
"桐乡市人民政府 市交通运输局","http://www.tx.gov.cn/col/col1229398185/index.html","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 国家网","0"
"浙江省人民政府门户网站 厅领导","http://www.zj.gov.cn/col/col1229278120/index.html","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 国家网","0"
"注册土木工程师（道路工程）资格考试","http://cpta.mohrss.gov.cn/testCondition/494.html","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 国家网","0"
"违法和不良信息举报中心","https://www.12377.cn/","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 国家网","0"
"公开--中华人民共和国交通运输部","https://www.mot.gov.cn/zhengce/","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 国家网","0"
"浙江省投资项目在线审批监管平台","https://tzxm.zjzwfw.gov.cn/indexzj.jsp","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 国家网","0"
"投资项目在线审批监管平台","http://new.tzxm.gov.cn/","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 国家网","0"
"自然资源部门户网站","https://www.mnr.gov.cn/","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 国家网","3"
"公安部交通管理科学研究所","http://www.tmri.cn/index.aspx","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询 > 国家网","1"
"桐乡市水文站","http://122.225.60.254:7003/","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询","1"
"民用无人驾驶航空器综合管理平台","https://uom.caac.gov.cn/&ie=utf-8&f=8&tn=baidu&wd=uom.caac.gov.cn&fenlei=256&oq=uom.caac.gov.cn&rqlang=cn&prefixsug=uom.caac.gov.cn&rsp=0#/main","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询","0"
"限飞查询 - DJI FlySafe","https://fly-safe.dji.com/nfz/nfz-query","bookmark_bar > 收藏夹栏 > 公司处理 > 资料查询","7"
"浙江政务服务网","https://www.zjzwfw.gov.cn/zjservice-fe/#/home","bookmark_bar > 收藏夹栏 > 公司处理","5"
"浙江省工程建设全过程图纸数字化管理平台","http://117.149.146.9:28800/authserver/auth/SignIn?appKey=c9406731-50bc-4e23-b3f5-b7e7d3093875&redirecturl=http%3A%2F%2F117.149.146.9%3A28800%2Fwebserver%2Fapp%2Findex.html%23%2Flogin","bookmark_bar > 收藏夹栏 > 公司处理","49"
"浙江省建筑市场监管公共服务系统","https://jzsc.jst.zj.gov.cn/PublicWeb/index.html#/","bookmark_bar > 收藏夹栏 > 公司处理","3"
"我的录播课","https://wkc.cabplink.com/my-learn-video-player-38063","bookmark_bar > 收藏夹栏 > vip网站","2"
"工程随身宝","http://worksatlas.com/#/index","bookmark_bar > 收藏夹栏 > vip网站","1"
"帮小忙，腾讯在线工具箱平台","https://tool.browser.qq.com/","bookmark_bar > 收藏夹栏 > vip网站","2"
"不土不木规范_标准规范图集_搜规范，我们更专业！","https://www.ytuymu.com/","bookmark_bar > 收藏夹栏 > vip网站","3"
"idm安装教程 - 飞书云文档","https://oog0m6ann6.feishu.cn/docs/doccnpcA0ecXT8psy2vcUsIDR8f","bookmark_bar > 收藏夹栏 > vip网站","1"
"VirusTotal - Home查毒网站","https://www.virustotal.com/gui/home/upload","bookmark_bar > 收藏夹栏 > vip网站","2"
"番茄游戏-单机游戏盒子-大型单机游戏合集网站_game游戏仓库-全球最大的单机游戏下载中心-游戏交流网-GAME-游戏仓库","https://www.d3x7.com/","bookmark_bar > 收藏夹栏 > vip网站","13"
"Z-Library – the world’s largest e-book library. Your gateway to knowledge and culture.","https://zlibrary-china.se/?signAll=1&ts=0507","bookmark_bar > 收藏夹栏 > vip网站","0"
"Listary – File Search & App Launcher","https://www.listary.com/","bookmark_bar > 收藏夹栏 > vip网站","1"
"未命名街道 – Streetmix","https://streetmix.net/2324144788/1","bookmark_bar > 收藏夹栏 > vip网站","2"
"松鼠图书馆","http://lib.zuotiyi.cn/","bookmark_bar > 收藏夹栏 > vip网站","3"
"在线地基承载力计算器 - 免费快速计算地基承载能力 - 独立基础承载力计算","https://www.bchrt.com/tools/foundation-bearing-capacity-calculator/","bookmark_bar > 收藏夹栏 > vip网站","1"
"中望开发者生态应用官网","https://zdn.zwsoft.cn/?&sub_cat_id=58&sort=is_top&sort_value=DESC&page=1","bookmark_bar > 收藏夹栏 > vip网站","2"
"浙江省建设工程多元化价格信息服务平台","https://dyh.zjzj.net/front/#/home/index","bookmark_bar > 收藏夹栏 > vip网站","2"
"油猴脚本","https://gf.qytechs.cn/zh-CN/scripts","bookmark_bar > 收藏夹栏 > vip网站","6"
"大模型检测","https://matrix.tencent.com/ai-detect/ai_gen","bookmark_bar > 收藏夹栏 > AI > 检测","3"
"时尚复古风拼图女生ootd穿搭分享小红书封面__编辑页_美图设计室","https://www.x-design.com/design/?from=tpbj&id=946054654","bookmark_bar > 收藏夹栏 > AI > AI写作","0"
"最新图片采集_最新素材采集-花瓣网","https://huaban.com/discovery","bookmark_bar > 收藏夹栏 > AI > AI写作","0"
"酷表ChatExcel","https://chatexcel.com/onlinesheet","bookmark_bar > 收藏夹栏 > AI > AI写作","0"
"WHEE - AI视觉创作的灵感激发器","https://www.whee.com/","bookmark_bar > 收藏夹栏 > AI > 文生图","0"
"LiblibAI·哩布哩布AI - 中国领先的AI创作平台","https://www.liblib.art/sd?id=1714197984872","bookmark_bar > 收藏夹栏 > AI > 文生图","0"
"堆友—多风格AI绘画神器免费生成；多功能AI工具箱集结助力；3D素材在线渲染，免费商用；各类创意设计大赛，等你来战！","https://d.design/","bookmark_bar > 收藏夹栏 > AI > 文生图","0"
"DeepSeek 开放平台","https://platform.deepseek.com/usage","bookmark_bar > 收藏夹栏 > AI > API网站","7"
"火山方舟管理控制台","https://console.volcengine.com/ark/region:ark+cn-beijing/model/detail?Id=deepseek-v3-2","bookmark_bar > 收藏夹栏 > AI > API网站","4"
"wildcard.com.cn","https://wildcard.com.cn/","bookmark_bar > 收藏夹栏 > AI > API网站","1"
"WildAI","https://bewild.ai/","bookmark_bar > 收藏夹栏 > AI > API网站","1"
"http://127.0.0.1:18789/?token=ea7926700f4965be47fffae1925c857bda449c912d7939cd","http://127.0.0.1:18789/?token=ea7926700f4965be47fffae1925c857bda449c912d7939cd","bookmark_bar > 收藏夹栏 > AI > API网站","0"
"阿里云开发者社区-云计算社区-阿里云","https://developer.aliyun.com/?spm=5176.42028462.nav-v2-dropdown-menu-7.d_main_6.e939154a6aYpcK","bookmark_bar > 收藏夹栏 > AI > API网站","2"
"Models | 心流开放平台","https://platform.iflow.cn/models","bookmark_bar > 收藏夹栏 > AI > API网站","1"
"SiliconCloud","https://cloud.siliconflow.cn/me/models","bookmark_bar > 收藏夹栏 > AI > API网站","3"
"OpenClaw Control","http://127.0.0.1:18789/chat?session=agent%3Amain%3Amain","bookmark_bar > 收藏夹栏 > AI > API网站","1"
"大模型服务平台百炼控制台","https://bailian.console.aliyun.com/cn-beijing/?tab=model#/efm/model_experience_center/text","bookmark_bar > 收藏夹栏 > AI > API网站","33"
"Brave Search - API","https://api-dashboard.search.brave.com/app/subscriptions/subscribe","bookmark_bar > 收藏夹栏 > AI > API网站","3"
"智谱清言","https://chatglm.cn/main/alltoolsdetail?redirect=/main/alltoolsdetail&lang=zh","bookmark_bar > 收藏夹栏 > AI > 网页版大模型","2"
"chat8","https://meta.com.chatvgx.com/#/home?from=lg","bookmark_bar > 收藏夹栏 > AI > 网页版大模型","4"
"千问-Qwen最新模型体验-通义千问","https://www.qianwen.com/chat/1697b1740851413b8f60f5e8387f8ba5?st=null&bizPassParams=%26x-platform%3DexternalH5","bookmark_bar > 收藏夹栏 > AI > 网页版大模型","3"
"DeepSeek - 探索未至之境","https://chat.deepseek.com/","bookmark_bar > 收藏夹栏 > AI > 网页版大模型","40"
"Chat8永久地址 地址发布页","https://x.chat838.com/#/2350489","bookmark_bar > 收藏夹栏 > AI > 网页版大模型","0"
"Google Gemini","https://gemini.google.com/app","bookmark_bar > 收藏夹栏 > AI > 网页版大模型","3"
"","https://claude.com/","bookmark_bar > 收藏夹栏 > AI > 网页版大模型","1"
"App unavailable in region | Claude","https://claude.com/app-unavailable-in-region","bookmark_bar > 收藏夹栏 > AI > 网页版大模型","1"
"Claude","https://claude.ai/new","bookmark_bar > 收藏夹栏 > AI > 网页版大模型","7"
"LMArena - 全球AI大模型权威排行榜官网","https://lmarena-ai.com/#leaderboards","bookmark_bar > 收藏夹栏 > AI > 模型评测","1"
"SuperCLUE中文大模型测评基准-AI评测榜单","https://superclueai.com/","bookmark_bar > 收藏夹栏 > AI > 模型评测","1"
"AiShort - AI提示词库 | 精选Prompt模板，即刻提升AI效率 | AiShort - Advanced AI Agent & Prompt Platform | Build, Share, and Multiply Productivity with One Click","https://www.aishort.top/","bookmark_bar > 收藏夹栏 > AI > ai提示词","1"
"免费 AI 提示词库 - 400+ Nano Banana 提示词与工作流","https://nanoprompts.org/zh/","bookmark_bar > 收藏夹栏 > AI > ai提示词","1"
"fogsight.ai","https://fogsight.ai/","bookmark_bar > 收藏夹栏 > AI > AI应用","3"
"- Napkin AI","https://app.napkin.ai/page/CgoiCHByb2Qtb25lEiwKBFBhZ2UaJDQ0NDFiYWFkLTYxNWUtNDQzMy05YzliLWY3NjM1Y2Y0YTFhZQ?step=email","bookmark_bar > 收藏夹栏 > AI > AI应用","1"
"甘特图生成","https://mermaid.live/edit#pako:eNpVjc1ugzAQhF_F2lMrkQgIP8aHSg1pc4nUHnoq5GCFBaMGGxmjNAXevYaoajun3Z1vZgc4qQKBQXlWl5Pg2pC3XS6J1WOWCl13puHdkaxWD-MeDWmUxOtItnd7RTqh2raW1f2N384QSYfDjCExopYf081Kl_yLxJHssgNvjWqPf523ixrJU1a_Clv_3xEabeo5Kzkr-erENUm5XhBwoNJ1AczoHh1oUDd8XmGY3RyMwAZzYHYssOT92eSQy8nGWi7flWp-klr1lQBbf-7s1rcFN7ireaX5L4KyQJ2qXhpg3mapADbAJ7DAXwdJklDPjeiGBkEUOHC154iuY-rFmygJqR8G3uTA1_LUXdM4dK38yI1j1w_96Rs-83bt","bookmark_bar > 收藏夹栏 > AI > AI应用","2"
"ijiaodui.com","https://www.ijiaodui.com/","bookmark_bar > 收藏夹栏 > AI > AI应用","2"
"在线免费文字转语音 - TTSMaker官网 | 马克配音","https://ttsmaker.cn/","bookmark_bar > 收藏夹栏 > AI > AI应用","1"
"Gamma","https://gamma.app/","bookmark_bar > 收藏夹栏 > AI > AI应用","1"
"天工超能AI — 江苏卫视《最强大脑》特约合作伙伴","https://search.tiangong.cn/","bookmark_bar > 收藏夹栏 > AI > AI应用","2"
"Bigjpg - AI人工智能图片无损放大 - 使用人工智能深度卷积神经网络(CNN)无损放大图片","https://bigjpg.com/","bookmark_bar > 收藏夹栏 > AI > AI应用","0"
"美国地址生成器 - 美国身份生成器 - 美国信用卡生成器","https://www.meiguodizhi.com/","bookmark_bar > 收藏夹栏 > AI > 虚假信息生成器","2"
"免费临时号码 +86 197 430 557 40 — 接收短信（中国，China Mobile） | Text Verification - Receive SMS Online","https://text-verification.net/zh/number/8619743055740","bookmark_bar > 收藏夹栏 > AI > 虚假信息生成器","2"
"排行榜ChatGPT话题 - LINUX DO","https://linux.do/tag/chatgpt/3/l/top","bookmark_bar > 收藏夹栏 > AI > 前言社区论坛等","1"
"购买商品 - 自动发卡","https://xn--14qp23g.com/","bookmark_bar > 收藏夹栏 > AI > AI充值","2"
"Clawdbot Control","http://127.0.0.1:18789/chat?session=main","bookmark_bar > 收藏夹栏 > AI","57"
"Gemini Enterprise","https://business.gemini.google/home/cid/fbb3aa3a-ae32-48fe-bffd-6174b18a08ad?csesidx=794799845&mods","bookmark_bar > 收藏夹栏 > AI","1"
"百炼Coding Plan","https://common-buy.aliyun.com/?spm=5176.44390736.0.0.71a933a6gb9sEj&commodityCode=sfm_codingplan_public_cn&accounttraceid=164a6a703275442c84a4bd1bad5f8f11cafn","bookmark_bar > 收藏夹栏 > AI > coding plan","1"
"方舟Coding-Plan","https://www.volcengine.com/activity/codingplan","bookmark_bar > 收藏夹栏 > AI > coding plan","1"
"LiveBench","https://livebench.ai/","bookmark_bar > 收藏夹栏 > AI > AI模型排行榜","1"
"SWE-bench Leaderboards","https://www.swebench.com/","bookmark_bar > 收藏夹栏 > AI > AI模型排行榜","1"
"Artificial Analysis Intelligence Index | Artificial Analysis","https://artificialanalysis.ai/evaluations/artificial-analysis-intelligence-index","bookmark_bar > 收藏夹栏 > AI > AI模型排行榜","1"
"高德地图","https://ditu.amap.com/","bookmark_bar > 收藏夹栏 > 地图网","72"
"Google 地图","https://www.google.com/maps/@30.6308042,120.1522759,252544m/data=!3m1!1e3?hl=zh-CN&entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D","bookmark_bar > 收藏夹栏 > 地图网","5"
"百度地图","https://map.baidu.com/@13443315.62,3578394.42,12z","bookmark_bar > 收藏夹栏 > 地图网","13"
"国家地理信息公共服务平台_天地图_在线地图","https://map.tianditu.gov.cn/","bookmark_bar > 收藏夹栏 > 地图网","1"
"浙江省地理信息公共服务平台","https://zhejiang.tianditu.gov.cn/map","bookmark_bar > 收藏夹栏 > 地图网","6"
"地理空间数据云","https://www.gscloud.cn/home#page1/2","bookmark_bar > 收藏夹栏 > 地图网","0"
"Google 地球","https://earth.google.com/web/search/%E6%A1%90%E4%B9%A1/@30.63199661,120.56390594,6.2830569a,695.45193459d,35y,0h,0t,0r/data=Cj4iJgokCR0mJSLz6j5AERDEPi06uz5AGYWdY2HuEV5AIdud5kB59l1AKhAIARIKMjAyNC0wNC0xOBgBQgIIAToDCgEwQgIIAEoNCP___________wEQAA","bookmark_bar > 收藏夹栏 > 地图网","2"
"免费论文下载中心：为您提供各行业论文下载","http://www.hi138.com/","bookmark_bar > 收藏夹栏 > 工具","4"
"参考文献自动生成_参考文献格式生成器_笔杆网","https://www.bigan.net/reference/","bookmark_bar > 收藏夹栏 > 工具","2"
"普光家TL-WDR8690","http://192.168.0.1/","bookmark_bar > 收藏夹栏 > 工具","1"
"【3D模型免费下载】打造一流的3DMax模型库_3D溜溜网 3d66.com","https://www.3d66.com/","bookmark_bar > 收藏夹栏 > 工具","1"
"知末网 - 下素材找灵感看案例 - 发现更好的设计","https://www.znzmo.com/","bookmark_bar > 收藏夹栏 > 工具","3"
"VirScan - 多引擎文件在线检测平台","http://www.virscan.org/","bookmark_bar > 收藏夹栏 > 工具","4"
"中文数据库","http://lib.shutong121.com/zhongwenku/","bookmark_bar > 收藏夹栏 > 工具","0"
"公众号","https://mp.weixin.qq.com/cgi-bin/home?t=home/index&token=1673903758&lang=zh_CN","bookmark_bar > 收藏夹栏 > 工具","2"
